distance_car_petrol,car_petrol_emissions,distance_car_diesel,car_diesel_emissions,distance_motorbike,motorbike_emissions,distance_bus,bus_emissions,distance_train,train_emissions,distance_bike,bike_emissions
201,46.43,93,16.74,168,18.98,78,8.03,207,7.66,47,0
142,32.80,233,41.94,210,23.73,27,2.78,153,5.66,8,0
284,65.60,211,37.98,188,21.24,149,15.35,189,6.99,44,0
296,68.38,244,43.92,57,6.44,215,22.15,25,0.93,40,0
28,6.47,156,28.08,86,9.72,37,3.81,181,6.70,35,0
75,17.33,257,46.26,9,1.02,95,9.79,135,5.00,33,0
216,49.90,291,52.38,19,2.15,154,15.86,107,3.96,26,0
10,2.31,236,42.48,264,29.83,228,23.48,113,4.18,44,0
269,62.14,60,10.8,174,19.66,200,20.60,113,4.18,34,0
290,66.99,85,15.3,143,16.16,90,9.27,293,10.84,17,0
115,26.57,118,21.24,42,4.75,60,6.18,267,9.88,44,0
145,33.50,288,51.84,237,26.78,145,14.94,263,9.73,16,0
95,21.95,205,36.9,41,4.63,67,6.90,13,0.48,35,0
137,31.65,277,49.86,131,14.80,68,7.00,9,0.33,19,0
47,10.86,97,17.46,68,7.68,276,28.43,117,4.33,22,0
217,50.13,185,33.3,75,8.48,277,28.53,23,0.85,43,0
100,23.10,136,24.48,28,3.16,220,22.66,215,7.96,3,0
4,0.92,121,21.78,11,1.24,49,5.05,79,2.92,12,0
105,24.26,104,18.72,80,9.04,143,14.73,31,1.15,43,0
249,57.52,212,38.16,14,1.58,270,27.81,287,10.62,15,0
299,69.07,163,29.34,250,28.25,117,12.05,153,5.66,45,0
95,21.95,126,22.68,225,25.43,249,25.65,75,2.78,7,0
137,31.65,98,17.64,131,14.80,200,20.60,117,4.33,40,0
287,66.30,24,4.32,193,21.81,110,11.33,241,8.92,9,0
254,58.67,8,1.44,176,19.89,58,5.97,211,7.81,34,0
7,1.62,72,12.96,212,23.96,286,29.46,127,4.70,10,0
221,51.05,119,21.42,292,33.00,234,24.10,277,10.25,40,0
98,22.64,136,24.48,141,15.93,144,14.83,151,5.59,36,0
154,35.57,142,25.56,182,20.57,56,5.77,111,4.11,44,0
169,39.04,281,50.58,200,22.60,91,9.37,89,3.29,42,0
5,1.16,126,22.68,71,8.02,156,16.07,13,0.48,32,0
266,61.45,116,20.88,117,13.22,107,11.02,137,5.07,45,0
206,47.59,152,27.36,24,2.71,86,8.86,161,5.96,7,0
34,7.85,296,53.28,276,31.19,151,15.55,181,6.70,24,0
34,7.85,65,11.7,224,25.31,241,24.82,135,5.00,6,0
202,46.66,159,28.62,165,18.65,162,16.69,271,10.03,28,0
4,0.92,64,11.52,16,1.81,147,15.14,15,0.56,18,0
132,30.49,236,42.48,26,2.94,277,28.53,207,7.66,20,0
38,8.78,234,42.12,129,14.58,21,2.16,243,8.99,49,0
149,34.42,95,17.1,169,19.10,238,24.51,189,6.99,44,0
142,32.80,139,25.02,239,27.01,2,0.21,265,9.81,22,0
75,17.33,20,3.6,97,10.96,72,7.42,31,1.15,5,0
141,32.57,87,15.66,209,23.62,98,10.09,215,7.96,9,0
11,2.54,192,34.56,146,16.50,22,2.27,263,9.73,10,0
245,56.60,149,26.82,262,29.61,219,22.56,151,5.59,43,0
164,37.88,119,21.42,143,16.16,229,23.59,65,2.41,7,0
72,16.63,103,18.54,98,11.07,103,10.61,211,7.81,32,0
64,14.78,59,10.62,280,31.64,166,17.10,267,9.88,12,0
172,39.73,81,14.58,102,11.53,260,26.78,141,5.22,33,0
242,55.90,227,40.86,186,21.02,71,7.31,177,6.55,15,0
223,51.51,117,21.06,95,10.74,223,22.97,281,10.40,10,0
144,33.26,284,51.12,203,22.94,22,2.27,233,8.62,34,0
283,65.37,56,10.08,296,33.45,103,10.61,267,9.88,30,0
3,0.69,179,32.22,222,25.09,200,20.60,71,2.63,43,0
216,49.90,213,38.34,3,0.34,190,19.57,271,10.03,3,0
261,60.29,163,29.34,48,5.42,208,21.42,7,0.26,23,0
180,41.58,229,41.22,153,17.29,246,25.34,293,10.84,33,0
28,6.47,287,51.66,148,16.72,183,18.85,225,8.33,17,0
239,55.21,178,32.04,263,29.72,222,22.87,85,3.15,42,0
179,41.35,195,35.1,210,23.73,281,28.94,223,8.25,11,0
28,6.47,239,43.02,277,31.30,189,19.47,7,0.26,26,0
13,3.00,8,1.44,198,22.37,157,16.17,109,4.03,19,0
56,12.94,195,35.1,55,6.22,192,19.78,281,10.40,42,0
169,39.04,259,46.62,174,19.66,242,24.93,221,8.18,15,0
8,1.85,63,11.34,63,7.12,57,5.87,173,6.40,28,0
174,40.19,256,46.08,116,13.11,298,30.69,1,0.04,40,0
156,36.04,75,13.5,219,24.75,220,22.66,79,2.92,1,0
142,32.80,64,11.52,245,27.69,289,29.77,139,5.14,42,0
211,48.74,200,36,130,14.69,157,16.17,189,6.99,40,0
112,25.87,36,6.48,76,8.59,36,3.71,201,7.44,31,0
279,64.45,52,9.36,158,17.85,65,6.70,277,10.25,9,0
4,0.92,125,22.5,70,7.91,65,6.70,43,1.59,2,0
51,11.78,147,26.46,38,4.29,215,22.15,197,7.29,40,0
266,61.45,183,32.94,25,2.83,267,27.50,33,1.22,20,0
67,15.48,145,26.1,291,32.88,11,1.13,41,1.52,33,0
74,17.09,188,33.84,76,8.59,43,4.43,269,9.95,24,0
293,67.68,31,5.58,210,23.73,300,30.90,145,5.37,32,0
25,5.78,99,17.82,183,20.68,23,2.37,289,10.69,41,0
19,4.39,133,23.94,187,21.13,78,8.03,19,0.70,40,0
148,34.19,267,48.06,17,1.92,211,21.73,289,10.69,35,0
3,0.69,127,22.86,29,3.28,24,2.47,151,5.59,11,0
231,53.36,127,22.86,83,9.38,42,4.33,231,8.55,12,0
156,36.04,41,7.38,68,7.68,279,28.74,7,0.26,33,0
269,62.14,114,20.52,247,27.91,195,20.09,51,1.89,15,0
278,64.22,77,13.86,193,21.81,39,4.02,279,10.32,2,0
261,60.29,188,33.84,19,2.15,193,19.88,221,8.18,19,0
95,21.95,4,0.72,255,28.82,168,17.30,141,5.22,43,0
125,28.88,111,19.98,103,11.64,293,30.18,97,3.59,14,0
177,40.89,193,34.74,92,10.40,157,16.17,13,0.48,29,0
193,44.58,143,25.74,180,20.34,246,25.34,137,5.07,35,0
99,22.87,67,12.06,163,18.42,15,1.55,115,4.26,49,0
17,3.93,296,53.28,180,20.34,249,25.65,119,4.40,29,0
266,61.45,185,33.3,47,5.31,299,30.80,117,4.33,28,0
235,54.29,122,21.96,232,26.22,121,12.46,257,9.51,15,0
202,46.66,24,4.32,246,27.80,188,19.36,291,10.77,46,0
50,11.55,296,53.28,270,30.51,39,4.02,167,6.18,9,0
1,0.23,153,27.54,251,28.36,135,13.91,273,10.10,5,0
114,26.33,202,36.36,246,27.80,80,8.24,57,2.11,34,0
226,52.21,78,14.04,186,21.02,229,23.59,59,2.18,47,0
290,66.99,75,13.5,209,23.62,164,16.89,81,3.00,14,0
7,1.62,89,16.02,100,11.30,294,30.28,267,9.88,42,0
257,59.37,87,15.66,3,0.34,24,2.47,35,1.30,13,0
78,18.02,246,44.28,78,8.81,257,26.47,129,4.77,47,0
224,51.74,41,7.38,158,17.85,212,21.84,117,4.33,6,0
53,12.24,269,48.42,33,3.73,23,2.37,123,4.55,15,0
138,31.88,61,10.98,50,5.65,30,3.09,7,0.26,33,0
272,62.83,37,6.66,255,28.82,140,14.42,27,1.00,50,0
263,60.75,198,35.64,129,14.58,48,4.94,173,6.40,43,0
227,52.44,171,30.78,277,31.30,40,4.12,193,7.14,3,0
93,21.48,168,30.24,242,27.35,16,1.65,35,1.30,45,0
54,12.47,293,52.74,133,15.03,160,16.48,243,8.99,2,0
98,22.64,62,11.16,217,24.52,60,6.18,113,4.18,27,0
283,65.37,256,46.08,88,9.94,161,16.58,35,1.30,12,0
209,48.28,89,16.02,288,32.54,118,12.15,79,2.92,3,0
290,66.99,78,14.04,289,32.66,300,30.90,1,0.04,22,0
144,33.26,163,29.34,105,11.87,175,18.03,19,0.70,23,0
62,14.32,83,14.94,198,22.37,197,20.29,73,2.70,20,0
57,13.17,35,6.3,216,24.41,89,9.17,73,2.70,38,0
56,12.94,64,11.52,152,17.18,144,14.83,1,0.04,19,0
236,54.52,36,6.48,226,25.54,23,2.37,177,6.55,13,0
54,12.47,155,27.9,211,23.84,3,0.31,93,3.44,24,0
14,3.23,216,38.88,19,2.15,120,12.36,269,9.95,30,0
9,2.08,115,20.7,62,7.01,170,17.51,111,4.11,3,0
71,16.40,257,46.26,284,32.09,23,2.37,71,2.63,49,0
292,67.45,22,3.96,47,5.31,202,20.81,13,0.48,28,0
170,39.27,68,12.24,258,29.15,233,24.00,185,6.85,47,0
123,28.41,297,53.46,89,10.06,124,12.77,5,0.19,13,0
242,55.90,61,10.98,144,16.27,185,19.06,239,8.84,30,0
285,65.84,229,41.22,225,25.43,243,25.03,101,3.74,38,0
100,23.10,261,46.98,237,26.78,132,13.60,203,7.51,31,0
170,39.27,3,0.54,91,10.28,255,26.27,235,8.70,22,0
187,43.20,250,45,6,0.68,246,25.34,17,0.63,10,0
289,66.76,213,38.34,162,18.31,258,26.57,225,8.33,45,0
225,51.98,142,25.56,137,15.48,177,18.23,97,3.59,24,0
165,38.12,279,50.22,181,20.45,99,10.20,91,3.37,35,0
45,10.40,46,8.28,181,20.45,65,6.70,195,7.22,23,0
269,62.14,123,22.14,12,1.36,135,13.91,187,6.92,16,0
252,58.21,161,28.98,89,10.06,269,27.71,235,8.70,3,0
149,34.42,136,24.48,219,24.75,85,8.76,193,7.14,41,0
204,47.12,230,41.4,1,0.11,112,11.54,185,6.85,28,0
3,0.69,206,37.08,298,33.67,176,18.13,85,3.15,21,0
32,7.39,201,36.18,177,20.00,97,9.99,67,2.48,50,0
51,11.78,267,48.06,263,29.72,127,13.08,31,1.15,27,0
32,7.39,30,5.4,62,7.01,279,28.74,223,8.25,7,0
128,29.57,17,3.06,165,18.65,36,3.71,23,0.85,49,0
26,6.01,198,35.64,182,20.57,125,12.88,15,0.56,38,0
68,15.71,38,6.84,297,33.56,173,17.82,89,3.29,8,0
129,29.80,209,37.62,230,25.99,174,17.92,71,2.63,18,0
149,34.42,23,4.14,267,30.17,187,19.26,129,4.77,39,0
120,27.72,187,33.66,268,30.28,139,14.32,79,2.92,4,0
31,7.16,89,16.02,243,27.46,110,11.33,25,0.93,18,0
100,23.10,29,5.22,215,24.30,111,11.43,119,4.40,35,0
104,24.02,243,43.74,31,3.50,56,5.77,275,10.18,27,0
79,18.25,206,37.08,226,25.54,225,23.18,73,2.70,50,0
52,12.01,92,16.56,268,30.28,4,0.41,179,6.62,13,0
297,68.61,238,42.84,187,21.13,163,16.79,183,6.77,32,0
85,19.64,94,16.92,56,6.33,183,18.85,287,10.62,20,0
242,55.90,4,0.72,93,10.51,246,25.34,1,0.04,24,0
18,4.16,118,21.24,121,13.67,299,30.80,259,9.58,25,0
152,35.11,139,25.02,228,25.76,79,8.14,183,6.77,8,0
295,68.15,148,26.64,156,17.63,155,15.97,61,2.26,20,0
52,12.01,101,18.18,228,25.76,254,26.16,231,8.55,4,0
177,40.89,199,35.82,30,3.39,36,3.71,297,10.99,50,0
135,31.19,188,33.84,185,20.91,201,20.70,253,9.36,43,0
179,41.35,77,13.86,76,8.59,245,25.24,3,0.11,44,0
291,67.22,250,45,82,9.27,77,7.93,247,9.14,1,0
274,63.29,145,26.1,101,11.41,222,22.87,291,10.77,38,0
160,36.96,249,44.82,133,15.03,82,8.45,167,6.18,1,0
14,3.23,34,6.12,43,4.86,244,25.13,231,8.55,1,0
173,39.96,259,46.62,112,12.66,33,3.40,251,9.29,15,0
218,50.36,63,11.34,120,13.56,205,21.12,121,4.48,38,0
266,61.45,224,40.32,102,11.53,291,29.97,203,7.51,9,0
211,48.74,247,44.46,105,11.87,263,27.09,39,1.44,26,0
231,53.36,15,2.7,247,27.91,82,8.45,1,0.04,3,0
101,23.33,93,16.74,246,27.80,72,7.42,113,4.18,6,0
72,16.63,267,48.06,16,1.81,277,28.53,153,5.66,38,0
198,45.74,190,34.2,199,22.49,90,9.27,31,1.15,39,0
104,24.02,46,8.28,240,27.12,288,29.66,11,0.41,1,0
196,45.28,161,28.98,131,14.80,77,7.93,219,8.10,4,0
15,3.47,44,7.92,232,26.22,34,3.50,21,0.78,42,0
153,35.34,296,53.28,98,11.07,160,16.48,51,1.89,32,0
210,48.51,160,28.8,167,18.87,42,4.33,185,6.85,23,0
203,46.89,40,7.2,71,8.02,31,3.19,247,9.14,5,0
235,54.29,21,3.78,77,8.70,199,20.50,37,1.37,15,0
110,25.41,111,19.98,128,14.46,94,9.68,145,5.37,36,0
254,58.67,69,12.42,266,30.06,28,2.88,207,7.66,7,0
80,18.48,122,21.96,279,31.53,183,18.85,173,6.40,37,0
180,41.58,167,30.06,286,32.32,260,26.78,9,0.33,16,0
132,30.49,290,52.2,114,12.88,189,19.47,267,9.88,47,0
288,66.53,107,19.26,137,15.48,207,21.32,13,0.48,37,0
89,20.56,69,12.42,67,7.57,220,22.66,97,3.59,33,0
62,14.32,218,39.24,73,8.25,142,14.63,119,4.40,26,0
10,2.31,169,30.42,184,20.79,233,24.00,157,5.81,30,0
106,24.49,5,0.9,128,14.46,25,2.58,183,6.77,32,0
88,20.33,42,7.56,175,19.78,233,24.00,151,5.59,40,0
277,63.99,212,38.16,145,16.39,291,29.97,103,3.81,35,0
67,15.48,256,46.08,260,29.38,232,23.90,23,0.85,11,0
213,49.20,6,1.08,282,31.87,292,30.08,109,4.03,47,0
232,53.59,232,41.76,9,1.02,166,17.10,215,7.96,48,0
265,61.22,172,30.96,119,13.45,152,15.66,253,9.36,32,0
287,66.30,269,48.42,9,1.02,173,17.82,201,7.44,31,0
162,37.42,121,21.78,182,20.57,70,7.21,299,11.06,38,0
108,24.95,91,16.38,52,5.88,188,19.36,29,1.07,31,0
275,63.53,279,50.22,36,4.07,167,17.20,171,6.33,42,0
119,27.49,17,3.06,151,17.06,157,16.17,129,4.77,5,0
26,6.01,66,11.88,218,24.63,93,9.58,35,1.30,43,0
192,44.35,105,18.9,84,9.49,74,7.62,49,1.81,12,0
228,52.67,114,20.52,137,15.48,211,21.73,169,6.25,29,0
183,42.27,15,2.7,109,12.32,67,6.90,169,6.25,40,0
79,18.25,300,54,221,24.97,237,24.41,205,7.59,50,0
120,27.72,206,37.08,174,19.66,50,5.15,151,5.59,32,0
80,18.48,234,42.12,1,0.11,203,20.91,155,5.74,20,0
222,51.28,82,14.76,154,17.40,290,29.87,185,6.85,25,0
273,63.06,61,10.98,97,10.96,161,16.58,5,0.19,17,0
182,42.04,186,33.48,152,17.18,212,21.84,269,9.95,32,0
195,45.05,64,11.52,76,8.59,107,11.02,105,3.89,44,0
233,53.82,168,30.24,42,4.75,131,13.49,61,2.26,34,0
64,14.78,33,5.94,230,25.99,287,29.56,281,10.40,5,0
288,66.53,172,30.96,216,24.41,285,29.36,63,2.33,16,0
35,8.09,160,28.8,87,9.83,159,16.38,295,10.92,9,0
264,60.98,270,48.6,142,16.05,2,0.21,41,1.52,7,0
63,14.55,253,45.54,70,7.91,130,13.39,235,8.70,21,0
121,27.95,246,44.28,19,2.15,251,25.85,189,6.99,40,0
5,1.16,224,40.32,139,15.71,13,1.34,299,11.06,50,0
26,6.01,167,30.06,230,25.99,158,16.27,83,3.07,47,0
48,11.09,234,42.12,83,9.38,92,9.48,143,5.29,31,0
63,14.55,220,39.6,194,21.92,96,9.89,89,3.29,49,0
39,9.01,218,39.24,50,5.65,138,14.21,171,6.33,49,0
238,54.98,11,1.98,295,33.34,250,25.75,295,10.92,14,0
283,65.37,280,50.4,65,7.35,184,18.95,27,1.00,24,0
216,49.90,45,8.1,80,9.04,133,13.70,131,4.85,18,0
280,64.68,117,21.06,296,33.45,131,13.49,111,4.11,25,0
51,11.78,53,9.54,110,12.43,180,18.54,47,1.74,48,0
249,57.52,5,0.9,271,30.62,156,16.07,157,5.81,38,0
215,49.67,221,39.78,85,9.61,107,11.02,131,4.85,45,0
108,24.95,44,7.92,169,19.10,247,25.44,209,7.73,35,0
296,68.38,162,29.16,120,13.56,82,8.45,69,2.55,22,0
184,42.50,116,20.88,54,6.10,119,12.26,53,1.96,39,0
262,60.52,64,11.52,270,30.51,247,25.44,19,0.70,47,0
68,15.71,81,14.58,259,29.27,268,27.60,19,0.70,1,0
274,63.29,204,36.72,90,10.17,25,2.58,135,5.00,31,0
209,48.28,145,26.1,120,13.56,182,18.75,289,10.69,30,0
74,17.09,128,23.04,157,17.74,232,23.90,95,3.52,13,0
131,30.26,262,47.16,22,2.49,85,8.76,101,3.74,14,0
156,36.04,245,44.1,57,6.44,22,2.27,295,10.92,49,0
177,40.89,100,18,161,18.19,131,13.49,265,9.81,5,0
48,11.09,19,3.42,133,15.03,234,24.10,265,9.81,7,0
287,66.30,100,18,265,29.95,255,26.27,163,6.03,35,0
171,39.50,178,32.04,176,19.89,19,1.96,13,0.48,42,0
53,12.24,77,13.86,241,27.23,280,28.84,269,9.95,42,0
58,13.40,211,37.98,221,24.97,32,3.30,87,3.22,40,0
292,67.45,94,16.92,251,28.36,51,5.25,285,10.55,37,0
60,13.86,65,11.7,226,25.54,92,9.48,119,4.40,19,0
115,26.57,79,14.22,30,3.39,36,3.71,291,10.77,18,0
15,3.47,169,30.42,184,20.79,57,5.87,21,0.78,33,0
215,49.67,25,4.5,74,8.36,115,11.85,43,1.59,27,0
213,49.20,135,24.3,182,20.57,111,11.43,7,0.26,18,0
7,1.62,149,26.82,121,13.67,239,24.62,93,3.44,40,0
122,28.18,287,51.66,253,28.59,286,29.46,123,4.55,50,0
58,13.40,104,18.72,122,13.79,261,26.88,199,7.36,32,0
177,40.89,79,14.22,213,24.07,119,12.26,189,6.99,47,0
49,11.32,218,39.24,260,29.38,1,0.10,289,10.69,17,0
192,44.35,11,1.98,41,4.63,113,11.64,167,6.18,21,0
140,32.34,222,39.96,289,32.66,153,15.76,119,4.40,47,0
73,16.86,260,46.8,242,27.35,149,15.35,1,0.04,10,0
274,63.29,30,5.4,145,16.39,114,11.74,147,5.44,9,0
138,31.88,229,41.22,153,17.29,39,4.02,63,2.33,21,0
58,13.40,293,52.74,264,29.83,147,15.14,211,7.81,28,0
202,46.66,41,7.38,294,33.22,156,16.07,287,10.62,18,0
75,17.33,83,14.94,75,8.48,244,25.13,1,0.04,39,0
30,6.93,146,26.28,232,26.22,256,26.37,7,0.26,19,0
253,58.44,240,43.2,255,28.82,18,1.85,153,5.66,18,0
2,0.46,21,3.78,90,10.17,218,22.45,187,6.92,26,0
164,37.88,198,35.64,2,0.23,65,6.70,143,5.29,38,0
212,48.97,215,38.7,46,5.20,284,29.25,241,8.92,18,0
109,25.18,43,7.74,249,28.14,70,7.21,181,6.70,5,0
91,21.02,15,2.7,61,6.89,107,11.02,141,5.22,49,0
122,28.18,178,32.04,185,20.91,228,23.48,125,4.63,40,0
282,65.14,248,44.64,22,2.49,69,7.11,259,9.58,31,0
46,10.63,94,16.92,89,10.06,63,6.49,269,9.95,34,0
194,44.81,39,7.02,162,18.31,18,1.85,103,3.81,42,0
212,48.97,98,17.64,226,25.54,191,19.67,207,7.66,19,0
181,41.81,157,28.26,239,27.01,4,0.41,63,2.33,5,0
244,56.36,177,31.86,221,24.97,44,4.53,219,8.10,13,0
229,52.90,148,26.64,86,9.72,132,13.60,5,0.19,47,0
43,9.93,11,1.98,55,6.22,74,7.62,263,9.73,9,0
110,25.41,267,48.06,112,12.66,105,10.82,265,9.81,35,0
158,36.50,113,20.34,57,6.44,298,30.69,57,2.11,45,0
243,56.13,150,27,159,17.97,255,26.27,227,8.40,49,0
31,7.16,122,21.96,174,19.66,228,23.48,149,5.51,25,0
53,12.24,198,35.64,286,32.32,85,8.76,1,0.04,17,0
277,63.99,275,49.5,11,1.24,92,9.48,19,0.70,20,0
38,8.78,146,26.28,51,5.76,168,17.30,79,2.92,26,0
108,24.95,19,3.42,188,21.24,38,3.91,143,5.29,50,0
30,6.93,60,10.8,286,32.32,286,29.46,75,2.78,11,0
271,62.60,184,33.12,181,20.45,118,12.15,33,1.22,21,0
253,58.44,175,31.5,58,6.55,57,5.87,9,0.33,43,0
4,0.92,227,40.86,233,26.33,288,29.66,111,4.11,15,0
185,42.74,96,17.28,27,3.05,65,6.70,201,7.44,20,0
79,18.25,71,12.78,296,33.45,155,15.97,131,4.85,35,0
62,14.32,82,14.76,15,1.70,6,0.62,61,2.26,16,0
7,1.62,57,10.26,296,33.45,54,5.56,37,1.37,32,0
105,24.26,222,39.96,142,16.05,118,12.15,257,9.51,18,0
251,57.98,191,34.38,64,7.23,245,25.24,27,1.00,25,0
155,35.81,143,25.74,256,28.93,149,15.35,63,2.33,33,0
285,65.84,101,18.18,213,24.07,292,30.08,273,10.10,10,0
109,25.18,114,20.52,105,11.87,78,8.03,63,2.33,33,0
177,40.89,14,2.52,264,29.83,29,2.99,137,5.07,26,0
64,14.78,42,7.56,196,22.15,201,20.70,101,3.74,9,0
222,51.28,152,27.36,203,22.94,124,12.77,267,9.88,14,0
261,60.29,61,10.98,1,0.11,74,7.62,61,2.26,43,0
98,22.64,248,44.64,161,18.19,23,2.37,155,5.74,5,0
154,35.57,35,6.3,2,0.23,252,25.96,159,5.88,10,0
284,65.60,143,25.74,72,8.14,292,30.08,259,9.58,13,0
53,12.24,179,32.22,172,19.44,27,2.78,285,10.55,49,0
184,42.50,72,12.96,121,13.67,111,11.43,293,10.84,8,0
169,39.04,89,16.02,114,12.88,300,30.90,111,4.11,41,0
121,27.95,278,50.04,213,24.07,111,11.43,135,5.00,8,0
77,17.79,137,24.66,94,10.62,252,25.96,115,4.26,14,0
31,7.16,259,46.62,119,13.45,54,5.56,17,0.63,8,0
193,44.58,121,21.78,245,27.69,269,27.71,291,10.77,46,0
42,9.70,210,37.8,169,19.10,108,11.12,273,10.10,39,0
9,2.08,113,20.34,241,27.23,75,7.73,189,6.99,15,0
219,50.59,119,21.42,40,4.52,266,27.40,251,9.29,4,0
102,23.56,286,51.48,89,10.06,227,23.38,77,2.85,38,0
82,18.94,184,33.12,132,14.92,173,17.82,181,6.70,21,0
282,65.14,75,13.5,76,8.59,298,30.69,257,9.51,1,0
31,7.16,257,46.26,79,8.93,147,15.14,115,4.26,39,0
16,3.70,35,6.3,291,32.88,205,21.12,167,6.18,7,0
231,53.36,63,11.34,160,18.08,12,1.24,265,9.81,42,0
255,58.91,208,37.44,247,27.91,44,4.53,31,1.15,29,0
300,69.30,218,39.24,134,15.14,158,16.27,21,0.78,8,0
104,24.02,23,4.14,103,11.64,255,26.27,245,9.07,43,0
46,10.63,97,17.46,135,15.26,217,22.35,153,5.66,22,0
160,36.96,102,18.36,106,11.98,167,17.20,297,10.99,14,0
30,6.93,10,1.8,109,12.32,47,4.84,75,2.78,2,0
270,62.37,194,34.92,261,29.49,107,11.02,117,4.33,37,0
227,52.44,93,16.74,159,17.97,133,13.70,195,7.22,11,0
136,31.42,18,3.24,125,14.13,169,17.41,91,3.37,32,0
282,65.14,102,18.36,109,12.32,299,30.80,11,0.41,8,0
253,58.44,128,23.04,92,10.40,146,15.04,87,3.22,38,0
167,38.58,175,31.5,106,11.98,106,10.92,77,2.85,21,0
132,30.49,169,30.42,300,33.90,151,15.55,197,7.29,31,0
189,43.66,90,16.2,217,24.52,249,25.65,239,8.84,25,0
71,16.40,261,46.98,89,10.06,231,23.79,63,2.33,5,0
149,34.42,121,21.78,149,16.84,185,19.06,255,9.44,14,0
45,10.40,194,34.92,106,11.98,33,3.40,101,3.74,39,0
1,0.23,216,38.88,35,3.96,105,10.82,9,0.33,46,0
100,23.10,272,48.96,89,10.06,250,25.75,175,6.48,41,0
3,0.69,287,51.66,193,21.81,7,0.72,215,7.96,18,0
284,65.60,183,32.94,241,27.23,200,20.60,113,4.18,14,0
234,54.05,46,8.28,143,16.16,10,1.03,129,4.77,15,0
26,6.01,213,38.34,1,0.11,176,18.13,297,10.99,32,0
155,35.81,115,20.7,206,23.28,14,1.44,61,2.26,49,0
270,62.37,278,50.04,106,11.98,92,9.48,243,8.99,13,0
239,55.21,159,28.62,122,13.79,180,18.54,87,3.22,8,0
296,68.38,81,14.58,253,28.59,190,19.57,23,0.85,14,0
262,60.52,245,44.1,274,30.96,79,8.14,289,10.69,4,0
55,12.71,126,22.68,1,0.11,118,12.15,189,6.99,9,0
133,30.72,231,41.58,54,6.10,225,23.18,237,8.77,37,0
291,67.22,45,8.1,266,30.06,38,3.91,7,0.26,14,0
36,8.32,137,24.66,66,7.46,35,3.61,35,1.30,19,0
3,0.69,127,22.86,147,16.61,65,6.70,213,7.88,37,0
119,27.49,59,10.62,208,23.50,152,15.66,177,6.55,5,0
187,43.20,222,39.96,267,30.17,177,18.23,55,2.04,16,0
103,23.79,101,18.18,299,33.79,243,25.03,189,6.99,14,0
194,44.81,157,28.26,25,2.83,208,21.42,145,5.37,7,0
16,3.70,64,11.52,277,31.30,21,2.16,165,6.11,32,0
98,22.64,249,44.82,203,22.94,70,7.21,97,3.59,38,0
66,15.25,243,43.74,166,18.76,101,10.40,219,8.10,46,0
215,49.67,142,25.56,239,27.01,234,24.10,161,5.96,19,0
90,20.79,261,46.98,291,32.88,26,2.68,237,8.77,45,0
87,20.10,33,5.94,72,8.14,125,12.88,35,1.30,22,0
155,35.81,208,37.44,272,30.74,282,29.05,279,10.32,37,0
65,15.02,225,40.5,259,29.27,190,19.57,209,7.73,2,0
296,68.38,32,5.76,141,15.93,297,30.59,23,0.85,38,0
190,43.89,128,23.04,99,11.19,254,26.16,117,4.33,30,0
278,64.22,191,34.38,114,12.88,222,22.87,209,7.73,18,0
49,11.32,28,5.04,19,2.15,96,9.89,143,5.29,32,0
267,61.68,196,35.28,249,28.14,160,16.48,279,10.32,2,0
264,60.98,100,18,65,7.35,261,26.88,135,5.00,36,0
199,45.97,188,33.84,186,21.02,253,26.06,113,4.18,47,0
241,55.67,20,3.6,231,26.10,32,3.30,227,8.40,37,0
31,7.16,74,13.32,233,26.33,196,20.19,75,2.78,12,0
42,9.70,136,24.48,154,17.40,31,3.19,181,6.70,13,0
179,41.35,107,19.26,195,22.04,26,2.68,97,3.59,26,0
181,41.81,88,15.84,6,0.68,260,26.78,239,8.84,2,0
142,32.80,84,15.12,252,28.48,139,14.32,255,9.44,39,0
97,22.41,212,38.16,204,23.05,58,5.97,161,5.96,9,0
30,6.93,264,47.52,17,1.92,114,11.74,87,3.22,48,0
36,8.32,168,30.24,33,3.73,61,6.28,191,7.07,3,0
38,8.78,277,49.86,157,17.74,207,21.32,271,10.03,34,0
151,34.88,68,12.24,276,31.19,29,2.99,269,9.95,24,0
136,31.42,54,9.72,194,21.92,238,24.51,253,9.36,43,0
266,61.45,148,26.64,139,15.71,67,6.90,211,7.81,18,0
70,16.17,186,33.48,147,16.61,222,22.87,131,4.85,22,0
87,20.10,44,7.92,176,19.89,235,24.21,243,8.99,34,0
102,23.56,52,9.36,247,27.91,209,21.53,193,7.14,15,0
58,13.40,220,39.6,138,15.59,229,23.59,91,3.37,50,0
237,54.75,4,0.72,175,19.78,117,12.05,215,7.96,25,0
247,57.06,25,4.5,78,8.81,188,19.36,111,4.11,7,0
290,66.99,77,13.86,110,12.43,205,21.12,295,10.92,27,0
146,33.73,266,47.88,5,0.57,292,30.08,143,5.29,31,0
196,45.28,191,34.38,63,7.12,99,10.20,275,10.18,17,0
136,31.42,52,9.36,222,25.09,288,29.66,167,6.18,31,0
103,23.79,210,37.8,176,19.89,150,15.45,261,9.66,6,0
172,39.73,208,37.44,158,17.85,280,28.84,19,0.70,17,0
6,1.39,12,2.16,174,19.66,267,27.50,159,5.88,25,0
222,51.28,40,7.2,56,6.33,184,18.95,11,0.41,1,0
